-0.005000 1.000000
0.005000 2.708333
0.005000 7.335069
0.015000 19.865813
0.025000 53.803244
0.035000 145.717119
0.045000 394.650529
0.055000 1068.845183
0.065000 2894.789039
0.075000 7840.053646
0.085000 21233.478625
0.095000 57507.337942
0.105000 155749.040259
0.115000 421820.317369
0.125000 1142430.026208
0.135000 3094081.320981
0.145000 8379803.577656
0.155000 22695301.356152
0.165000 61466441.172913
0.175000 166471611.509972
0.185000 450860614.506173
0.195000 1221080830.954220
0.205000 3307093917.167679
0.215000 8956712692.329130
0.225000 24257763541.724728
0.235000 65698109592.171143
0.245000 177932380145.463500
0.255000 481900196227.297000
0.265000 1305146364782.262700
0.275000 3534771404618.628400
0.285000 9573339220842.117200
0.295000 25927793723114.062000
0.305000 70221108000100.586000
0.315000 190182167500272.410000
0.325000 515076703646571.120000
0.335000 1394999405709463.500000
0.345000 3778123390463130.000000
0.355000 10232417515837644.000000
0.365000 27712797438726952.000000
0.375000 75055493063218832.000000
0.385000 203275293712884320.000000
0.395000 550537253805728380.000000
0.405000 1491038395723847700.000000
0.415000 4038228988418754000.000000
0.425000 10936870176967457000.000000
0.435000 29620690062620197000.000000
0.445000 80222702252929712000.000000
0.455000 217269818601684600000.000000
0.465000 588439092046229140000.000000
0.475000 1593689207625203800000.000000
0.485000 4316241603984927200000.000000
0.495000 11689821010792511000000.000000
0.505000 31659931904229713000000.000000
0.515000 85745648907288796000000.000000
0.525000 232227799123907150000000.000000
0.535000 628950289293915190000000.000000
0.545000 1703407033504353600000000.000000
0.555000 4613394049074291100000000.000000
0.565000 12494608882909539000000000.000000
0.575000 33839565724546669000000000.000000
0.585000 91648823837313895000000000.000000
0.595000 248215564559391800000000000.000000
0.605000 672250487348352750000000000.000000
0.615000 1820678403235122000000000000.000000
0.625000 4931004008761789100000000000.000000
0.635000 13354802523729844000000000000.000000
0.645000 36169256835101657000000000000.000000
0.655000 97958403928400326000000000000.000000
0.665000 265304010639417520000000000000.000000
0.675000 718531695481755820000000000000.000000
0.685000 1946023341929755300000000000000.000000
0.695000 5270479884393087300000000000000.000000
0.705000 14274216353564611000000000000000.000000
0.715000 38659335957570822000000000000000.000000
0.725000 104702368218420980000000000000000.000000
0.735000 283568913924890140000000000000000.000000
0.745000 767999141879910850000000000000000.000000
0.755000 2079997675924758600000000000000000.000000
0.765000 5633327038962887300000000000000000.000000
0.775000 15256927397191152000000000000000000.000000
0.785000 41320845034059373000000000000000000.000000
0.795000 111910621967244150000000000000000000.000000
0.805000 303091267827952890000000000000000000.000000
0.815000 820872183700705770000000000000000000.000000
0.825000 2223195497522744700000000000000000000.000000
0.835000 6021154472457433700000000000000000000.000000
0.845000 16307293362905547000000000000000000000.000000
0.855000 44165586191202525000000000000000000000.000000
0.865000 119615129267840180000000000000000000000.000000
0.875000 323957641767067150000000000000000000000.000000
0.885000 877385279785806960000000000000000000000.000000
0.895000 2376251799419893800000000000000000000000.000000
0.905000 6435681956762211700000000000000000000000.000000
0.915000 17429971966230989000000000000000000000000.000000
0.925000 47206174075208928000000000000000000000000.000000
0.935000 127850054787024170000000000000000000000000.000000
0.945000 346260565048190430000000000000000000000000.000000
0.955000 937789030338849160000000000000000000000000.000000
0.965000 2539845290501049600000000000000000000000000.000000
0.975000 6878747661773675700000000000000000000000000.000000
0.985000 18629941583970371000000000000000000000000000.000000
0.995000 50456091789919758000000000000000000000000000.000000
1.005000 136651915264366020000000000000000000000000000.000000
1.015000 370098937174324660000000000000000000000000000.000000
1.025000 1002351288180462600000000000000000000000000000.000000
1.035000 2714701405488752700000000000000000000000000000.000000
1.045000 7352316306532038500000000000000000000000000000.000000
1.055000 19912523330190938000000000000000000000000000000.000000
1.065000 53929750685933795000000000000000000000000000000.000000
1.075000 146059741441070690000000000000000000000000000000.000000
1.085000 395578466402899870000000000000000000000000000000.000000
1.095000 1071358346507853800000000000000000000000000000000.000000
1.105000 2901595521792104300000000000000000000000000000000.000000
1.115000 7858487871520282400000000000000000000000000000000.000000
1.125000 21283404652034099000000000000000000000000000000000.000000
1.135000 57642554265925685000000000000000000000000000000000.000000
1.145000 156115251136882050000000000000000000000000000000000.000000
1.155000 422812138495722220000000000000000000000000000000000.000000
1.165000 1145116208425914100000000000000000000000000000000000.000000
1.175000 3101356397820183900000000000000000000000000000000000.000000
1.185000 8399506910762998700000000000000000000000000000000000.000000
1.195000 22748664549983121000000000000000000000000000000000000.000000
1.205000 61610966489537612000000000000000000000000000000000000.000000
1.215000 166863034242497690000000000000000000000000000000000000.000000
1.225000 451920717740097890000000000000000000000000000000000000.000000
1.235000 1223951943879431800000000000000000000000000000000000000.000000
1.245000 3314869848006794400000000000000000000000000000000000000.000000
1.255000 8977772505018401000000000000000000000000000000000000000.000000
1.265000 24314800534424837000000000000000000000000000000000000000.000000
1.275000 65852584780733937000000000000000000000000000000000000000.000000
1.285000 178350750447821080000000000000000000000000000000000000000.000000
1.295000 483033282462848770000000000000000000000000000000000000000.000000
1.305000 1308215140003548800000000000000000000000000000000000000000.000000
1.315000 3543082670842944800000000000000000000000000000000000000000.000000
1.325000 9595848900199641300000000000000000000000000000000000000000.000000
1.335000 25988757438040695000000000000000000000000000000000000000000.000000
1.345000 70386218061360221000000000000000000000000000000000000000000.000000
1.355000 190629340582850590000000000000000000000000000000000000000000.000000
1.365000 516287797411886990000000000000000000000000000000000000000000.000000
1.375000 1398279451323860500000000000000000000000000000000000000000000.000000
1.385000 3787006847335455700000000000000000000000000000000000000000000.000000
1.395000 10256476878200193000000000000000000000000000000000000000000000.000000
1.405000 27777958211792189000000000000000000000000000000000000000000000.000000
1.415000 75231970156937173000000000000000000000000000000000000000000000.000000
1.425000 203753252508371510000000000000000000000000000000000000000000000.000000
1.435000 551831725543506170000000000000000000000000000000000000000000000.000000
1.445000 1494544256680329300000000000000000000000000000000000000000000000.000000
1.455000 4047724028509224600000000000000000000000000000000000000000000000.000000
1.465000 10962585910545816000000000000000000000000000000000000000000000000.000000
1.475000 29690336841061581000000000000000000000000000000000000000000000000.000000
1.485000 80411328944541786000000000000000000000000000000000000000000000000.000000
1.495000 217780682558134000000000000000000000000000000000000000000000000000.000000
1.505000 589822681928279580000000000000000000000000000000000000000000000000.000000
1.515000 1597436430222423800000000000000000000000000000000000000000000000000.000000
1.525000 4326390331852397800000000000000000000000000000000000000000000000000.000000
1.535000 11717307148766911000000000000000000000000000000000000000000000000000.000000
1.545000 31734373527910385000000000000000000000000000000000000000000000000000.000000
1.555000 85947261638090624000000000000000000000000000000000000000000000000000.000000
1.565000 232773833603162100000000000000000000000000000000000000000000000000000.000000
1.575000 630429132675230700000000000000000000000000000000000000000000000000000.000000
1.585000 1707412234328749600000000000000000000000000000000000000000000000000000.000000
1.595000 4624241467973696800000000000000000000000000000000000000000000000000000.000000
1.605000 12523987309095429000000000000000000000000000000000000000000000000000000.000000
1.615000 33919132295466788000000000000000000000000000000000000000000000000000000.000000
1.625000 91864316633555880000000000000000000000000000000000000000000000000000000.000000
1.635000 248799190882547160000000000000000000000000000000000000000000000000000000.000000
1.645000 673831141973565150000000000000000000000000000000000000000000000000000000.000000
1.655000 1824959342845072000000000000000000000000000000000000000000000000000000000.000000
1.665000 4942598220205402900000000000000000000000000000000000000000000000000000000.000000
1.675000 13386203513056300000000000000000000000000000000000000000000000000000000000.000000
1.685000 36254301181194143000000000000000000000000000000000000000000000000000000000.000000
1.695000 98188732365734144000000000000000000000000000000000000000000000000000000000.000000
1.705000 265927816823863330000000000000000000000000000000000000000000000000000000000.000000
1.715000 720221170564629870000000000000000000000000000000000000000000000000000000000.000000
1.725000 1950599003612539300000000000000000000000000000000000000000000000000000000000.000000
1.735000 5282872301450627400000000000000000000000000000000000000000000000000000000000.000000
1.745000 14307779149762115000000000000000000000000000000000000000000000000000000000000.000000
1.755000 38750235197272397000000000000000000000000000000000000000000000000000000000000.000000
1.765000 104948553659279410000000000000000000000000000000000000000000000000000000000000.000000
1.775000 284235666160548400000000000000000000000000000000000000000000000000000000000000.000000
1.785000 769804929184818610000000000000000000000000000000000000000000000000000000000000.000000
1.795000 2084888349875550600000000000000000000000000000000000000000000000000000000000000.000000
1.805000 5646572614246283300000000000000000000000000000000000000000000000000000000000000.000000
1.815000 15292800830250348000000000000000000000000000000000000000000000000000000000000000.000000
1.825000 41418002248594684000000000000000000000000000000000000000000000000000000000000000.000000
1.835000 112173756089943940000000000000000000000000000000000000000000000000000000000000000.000000
1.845000 303803922743598170000000000000000000000000000000000000000000000000000000000000000.000000
1.855000 822802290763911750000000000000000000000000000000000000000000000000000000000000000.000000
1.865000 2228422870818927600000000000000000000000000000000000000000000000000000000000000000.000000
1.875000 6035311941801261700000000000000000000000000000000000000000000000000000000000000000.000000
1.885000 16345636509045085000000000000000000000000000000000000000000000000000000000000000000.000000
1.895000 44269432211997113000000000000000000000000000000000000000000000000000000000000000000.000000
1.905000 119896378907492180000000000000000000000000000000000000000000000000000000000000000000.000000
1.915000 324719359541124710000000000000000000000000000000000000000000000000000000000000000000.000000
1.925000 879448265423879460000000000000000000000000000000000000000000000000000000000000000000.000000
1.935000 2381839052189673600000000000000000000000000000000000000000000000000000000000000000000.000000
1.945000 6450814099680367100000000000000000000000000000000000000000000000000000000000000000000.000000
1.955000 17470954853300993000000000000000000000000000000000000000000000000000000000000000000000.000000
1.965000 47317169394356856000000000000000000000000000000000000000000000000000000000000000000000.000000
1.975000 128150667109716480000000000000000000000000000000000000000000000000000000000000000000000.000000
1.985000 347074723422148750000000000000000000000000000000000000000000000000000000000000000000000.000000
1.995000 939994042601652840000000000000000000000000000000000000000000000000000000000000000000000.000000
2.005000 2545817198712809900000000000000000000000000000000000000000000000000000000000000000000000.000000
2.015000 6894921579847193800000000000000000000000000000000000000000000000000000000000000000000000.000000
2.025000 18673745945419482000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.035000 50574728602177765000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.045000 136973223297564800000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.055000 370969146430904640000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.065000 1004708104917033400000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.075000 2721084450816965600000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.085000 7369603720962615200000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.095000 19959343410940417000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.105000 54056555071296960000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.115000 146403169984762590000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.125000 396508585375398670000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.135000 1073877418725038100000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.145000 2908418009046978300000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.155000 7876965441168899300000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.165000 21333448069832437000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.175000 57778088522462845000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.185000 156482323081670200000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.195000 423806291679523470000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.205000 1147808706632042700000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.215000 3108648580461782600000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.225000 8419256572083994300000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.235000 22802153216060816000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.245000 61755831626831377000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.255000 167255377322668320000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.265000 452983313582226770000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.275000 1226829807618530800000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.285000 3322664062300188100000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.295000 8998881835396342800000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.305000 24371971637531761000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.315000 66007423184981855000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.325000 178770104459325870000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.335000 484169032910674220000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.345000 1311291130799742500000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.355000 3551413479249302700000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.365000 9618411506300193800000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.375000 26049864496229689000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.385000 70551716343955402000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.395000 191077565098212530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.405000 517501738807658930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.415000 1401567209270742900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.425000 3795911191774928600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.435000 10280592811057097000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.445000 27843272196612968000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.455000 75408862199160133000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.465000 204232335122725350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.475000 553129240957381170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.485000 1498058360926240600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.495000 4057241394175234300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.505000 10988362109224594000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.515000 29760147379149944000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.525000 80600399151864425000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.535000 218292747702966170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.545000 591209525028866700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.555000 1601192463619847400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.565000 4336562922303752700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.575000 11744857914572663000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.585000 31808990185300962000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.595000 86149348418523449000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.605000 233321151966834340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.615000 631911453243509730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.625000 1711426852534505700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.635000 4635114392280952900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.645000 12553434812427580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.655000 33998885950324696000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.665000 92080316115462721000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.675000 249384189479378190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.685000 675415513173316030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.695000 1829250348177731000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.705000 4954219692981354800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.715000 13417678335157836000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.725000 36339545491052472000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.735000 98419602371600438000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.745000 266553089756417850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.755000 721914618090298300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.765000 1955185423994557900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.775000 5295293856651927900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.785000 14341420861765636000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.795000 38841348167281935000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.805000 105195317953055250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.815000 284903986122857980000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.825000 771614962416073610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.835000 2089790523210199300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.845000 5659849333694290600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.855000 15328758612088704000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.865000 41515387907740238000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.875000 112437508916796480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.885000 304518253316323820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.895000 824736936065043820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
2.905000 2233662535176160300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
