-0.000724 78765.077773
0.000724 78765.077773
0.000724 78759.170540
0.002172 78753.264045
0.003621 78738.500097
0.005069 78715.540820
0.006517 78684.559153
0.007965 78645.632594
0.009413 78598.808811
0.010862 78544.124376
0.012310 78481.611782
0.013758 78411.302550
0.015206 78333.228769
0.016655 78247.423931
0.018103 78153.923405
0.019551 78052.764714
0.020999 77943.987705
0.022448 77827.634655
0.023896 77703.750325
0.025344 77572.381991
0.026792 77433.579459
0.028240 77287.395055
0.029689 77133.883616
0.031137 76973.102468
0.032585 76805.111396
0.034033 76629.972614
0.035482 76447.750726
0.036930 76258.512688
0.038378 76062.327761
0.039826 75859.267470
0.041274 75649.405553
0.042723 75432.817911
0.044171 75209.582555
0.045619 74979.779556
0.047067 74743.490984
0.048516 74500.800857
0.049964 74251.795078
0.051412 73996.561379
0.052860 73735.189260
0.054308 73467.769927
0.055757 73194.396230
0.057205 72915.162600
0.058653 72630.164986
0.060101 72339.500790
0.061550 72043.268802
0.062998 71741.569135
0.064446 71434.503159
0.065894 71122.173435
0.067343 70804.683647
0.068791 70482.138540
0.070239 70154.643847
0.071687 69822.306228
0.073135 69485.233200
0.074584 69143.533071
0.076032 68797.314874
0.077480 68446.688301
0.078928 68091.763637
0.080377 67732.651695
0.081825 67369.463747
0.083273 67002.311467
0.084721 66631.306858
0.086169 66256.562196
0.087618 65878.189962
0.089066 65496.302782
0.090514 65111.013365
0.091962 64722.434443
0.093411 64330.678710
0.094859 63935.858763
0.096307 63538.087045
0.097755 63137.475787
0.099203 62734.136952
0.100652 62328.182180
0.102100 61919.722733
0.103548 61508.869444
0.104996 61095.732664
0.106445 60680.422212
0.107893 60263.047324
0.109341 59843.716605
0.110789 59422.537985
0.112238 58999.618670
0.113686 58575.065097
0.115134 58148.982895
0.116582 57721.476838
0.118030 57292.650809
0.119479 56862.607757
0.120927 56431.449661
0.122375 55999.277495
0.123823 55566.191189
0.125272 55132.289597
0.126720 54697.670467
0.128168 54262.430406
0.129616 53826.664854
0.131064 53390.468051
0.132513 52953.933014
0.133961 52517.151511
0.135409 52080.214036
0.136857 51643.209783
0.138306 51206.226631
0.139754 50769.351117
0.141202 50332.668424
0.142650 49896.262355
0.144098 49460.215323
0.145547 49024.608336
0.146995 48589.520977
0.148443 48155.031400
0.149891 47721.216310
0.151340 47288.150959
0.152788 46855.909137
0.154236 46424.563157
0.155684 45994.183858
0.157133 45564.840593
0.158581 45136.601225
0.160029 44709.532128
0.161477 44283.698179
0.162925 43859.162760
0.164374 43435.987756
0.165822 43014.233559
0.167270 42593.959063
0.168718 42175.221674
0.170167 41758.077309
0.171615 41342.580400
0.173063 40928.783902
0.174511 40516.739296
0.175959 40106.496597
0.177408 39698.104362
0.178856 39291.609699
0.180304 38887.058272
0.181752 38484.494315
0.183201 38083.960640
0.184649 37685.498651
0.186097 37289.148349
0.187545 36894.948351
0.188993 36502.935899
0.190442 36113.146876
0.191890 35725.615815
0.193338 35340.375918
0.194786 34957.459069
0.196235 34576.895847
0.197683 34198.715547
0.199131 33822.946187
0.200579 33449.614535
0.202028 33078.746116
0.203476 32710.365235
0.204924 32344.494993
0.206372 31981.157301
0.207820 31620.372902
0.209269 31262.161388
0.210717 30906.541216
0.212165 30553.529729
0.213613 30203.143172
0.215062 29855.396713
0.216510 29510.304461
0.217958 29167.879484
0.219406 28828.133828
0.220854 28491.078539
0.222303 28156.723676
0.223751 27825.078338
0.225199 27496.150677
0.226647 27169.947920
0.228096 26846.476387
0.229544 26525.741512
0.230992 26207.747860
0.232440 25892.499148
0.233888 25579.998261
0.235337 25270.247277
0.236785 24963.247479
0.238233 24658.999379
0.239681 24357.502732
0.241130 24058.756561
0.242578 23762.759169
0.244026 23469.508161
0.245474 23179.000464
0.246923 22891.232338
0.248371 22606.199401
0.249819 22323.896646
0.251267 22044.318455
0.252715 21767.458617
0.254164 21493.310349
0.255612 21221.866310
0.257060 20953.118619
0.258508 20687.058869
0.259957 20423.678148
0.261405 20162.967051
0.262853 19904.915701
0.264301 19649.513758
0.265749 19396.750441
0.267198 19146.614538
0.268646 18899.094427
0.270094 18654.178086
0.271542 18411.853109
0.272991 18172.106722
0.274439 17934.925794
0.275887 17700.296856
0.277335 17468.206110
0.278783 17238.639444
0.280232 17011.582446
0.281680 16787.020415
0.283128 16564.938378
0.284576 16345.321097
0.286025 16128.153086
0.287473 15913.418619
0.288921 15701.101745
0.290369 15491.186299
0.291818 15283.655912
0.293266 15078.494021
0.294714 14875.683884
0.296162 14675.208587
0.297610 14477.051055
0.299059 14281.194064
0.300507 14087.620248
0.301955 13896.312110
0.303403 13707.252033
0.304852 13520.422287
0.306300 13335.805038
0.307748 13153.382358
0.309196 12973.136233
0.310644 12795.048571
0.312093 12619.101211
0.313541 12445.275929
0.314989 12273.554449
0.316437 12103.918446
0.317886 11936.349556
0.319334 11770.829384
0.320782 11607.339510
0.322230 11445.861491
0.323678 11286.376878
0.325127 11128.867209
0.326575 10973.314028
0.328023 10819.698881
0.329471 10668.003328
0.330920 10518.208943
0.332368 10370.297326
0.333816 10224.250102
0.335264 10080.048931
0.336713 9937.675507
0.338161 9797.111570
0.339609 9658.338904
0.341057 9521.339346
0.342505 9386.094787
0.343954 9252.587176
0.345402 9120.798529
0.346850 8990.710925
0.348298 8862.306515
0.349747 8735.567526
0.351195 8610.476259
0.352643 8487.015098
0.354091 8365.166509
0.355539 8244.913046
0.356988 8126.237352
0.358436 8009.122161
0.359884 7893.550303
0.361332 7779.504704
0.362781 7666.968391
0.364229 7555.924491
